Product ID,Product Position,Price,Competitor's Price,Promotion,Foot Traffic,Consumer Demographics,Product Category,Seasonal,Sales Volume,Promotion_numeric
145558,End-cap,10.78,8.58,Yes,Low,Families,Clothing,No,2728,1
135809,Front of Store,18.9,18.48,Yes,Low,Young adults,Clothing,No,1780,1
156148,Aisle,36.26,34.24,Yes,High,Young adults,Electronics,Yes,1508,1
171191,Front of Store,46.72,45.02,No,High,Families,Food,Yes,2267,0
115810,Front of Store,7.28,6.56,No,Medium,Young adults,Clothing,Yes,1953,0
115533,End-cap,41.85,37.04,Yes,High,College students,Food,Yes,1971,1
191827,End-cap,28.57,26.47,Yes,High,Families,Food,No,1178,1
115156,Front of Store,10.66,6.87,Yes,High,College students,Electronics,Yes,2800,1
148849,End-cap,11.75,9.84,Yes,High,Young adults,Electronics,Yes,1307,1
121239,Aisle,49.77,49.66,Yes,Low,Seniors,Clothing,Yes,1829,1
147878,End-cap,38.9,35.38,No,High,Families,Electronics,No,1065,0
163043,End-cap,15.86,11.57,No,Low,Seniors,Electronics,No,1075,0
198302,Aisle,45.15,42.0,No,High,Seniors,Clothing,No,1388,0
191418,Aisle,46.06,43.67,No,Low,Seniors,Electronics,No,2244,0
175324,End-cap,37.69,36.14,Yes,Low,Families,Electronics,Yes,1308,1
168949,Front of Store,47.81,46.2,Yes,Medium,Seniors,Electronics,No,1033,1
132443,Aisle,36.15,31.58,Yes,Low,College students,Clothing,No,1924,1
142665,End-cap,28.97,24.67,Yes,Medium,College students,Clothing,Yes,1705,1
171112,Aisle,40.65,36.48,No,High,College students,Food,Yes,635,0
164994,End-cap,13.6,8.67,Yes,Low,Families,Food,No,2189,1
197700,Aisle,5.76,3.84,No,Medium,Families,Electronics,No,2716,0
166102,Front of Store,48.35,47.1,Yes,Medium,College students,Food,No,1001,1
125196,Front of Store,33.86,31.9,No,High,Young adults,Clothing,Yes,2479,0
190769,Aisle,40.56,38.99,No,High,Families,Clothing,Yes,955,0
192908,Front of Store,45.61,43.04,No,Low,Seniors,Food,Yes,1410,0
190000,Front of Store,11.29,9.86,Yes,High,Families,Electronics,No,1133,1
117812,End-cap,13.49,11.04,No,High,Seniors,Electronics,No,2984,0
158258,Aisle,41.44,39.26,No,Low,Families,Electronics,Yes,2622,0
136575,Aisle,18.65,15.73,Yes,High,Young adults,Food,Yes,2570,1
152880,End-cap,25.36,24.79,No,Low,Young adults,Clothing,Yes,617,0
112839,Front of Store,49.98,49.85,No,High,Young adults,Clothing,No,2255,0
190584,Front of Store,37.43,33.22,Yes,Low,College students,Clothing,No,637,1
171598,Aisle,30.93,30.15,Yes,Medium,College students,Electronics,No,1613,1
169545,Front of Store,20.4,15.7,Yes,Medium,Families,Electronics,No,653,1
132704,Aisle,25.47,22.73,Yes,High,Families,Electronics,No,2074,1
168639,Front of Store,38.68,35.89,Yes,High,College students,Clothing,Yes,2068,1
163062,End-cap,37.79,34.04,Yes,High,College students,Food,Yes,2360,1
186783,Front of Store,8.52,4.55,No,Low,Young adults,Food,Yes,1667,0
130656,End-cap,30.51,27.48,Yes,Medium,Families,Electronics,No,588,1
111930,Front of Store,11.04,9.15,No,High,Seniors,Electronics,No,1380,0
115305,End-cap,36.36,31.41,No,High,Seniors,Electronics,Yes,676,0
167689,Front of Store,11.48,10.41,No,High,Young adults,Electronics,Yes,2969,0
110451,Front of Store,10.77,9.98,Yes,Medium,Families,Food,No,578,1
189534,End-cap,5.73,3.94,Yes,Medium,Young adults,Electronics,No,2886,1
153881,Front of Store,33.16,28.8,Yes,Medium,Families,Clothing,No,1376,1
134948,Aisle,10.28,7.76,Yes,Medium,Young adults,Food,No,600,1
152468,Aisle,8.31,5.35,Yes,High,Families,Food,No,1728,1
148553,Front of Store,27.54,24.56,Yes,High,Families,Food,No,1585,1
121643,Aisle,5.17,0.72,No,High,College students,Food,Yes,1522,0
167351,Aisle,33.05,31.73,No,Low,College students,Electronics,No,961,0
199976,Front of Store,19.66,18.89,No,High,College students,Clothing,No,1641,0
172344,End-cap,15.42,13.77,Yes,Medium,Families,Clothing,Yes,2030,1
157499,Aisle,19.49,16.81,No,Low,Seniors,Electronics,No,1973,0
173866,Aisle,47.92,44.15,Yes,Medium,Young adults,Food,Yes,2246,1
134989,Front of Store,14.85,12.52,Yes,High,Families,Clothing,Yes,2571,1
162691,Front of Store,36.77,35.21,Yes,High,Families,Clothing,No,690,1
187196,End-cap,37.13,35.06,No,Low,College students,Food,Yes,2876,0
121378,End-cap,9.26,9.07,Yes,Medium,Seniors,Electronics,Yes,2168,1
142482,End-cap,27.59,26.89,No,High,Young adults,Electronics,No,1362,0
176723,Aisle,47.41,45.53,No,Low,Families,Electronics,Yes,1524,0
132654,Front of Store,36.75,36.09,No,Low,Seniors,Food,Yes,1875,0
169453,Aisle,12.09,10.47,No,Medium,Seniors,Electronics,Yes,2177,0
165328,End-cap,37.37,32.7,Yes,Medium,Families,Food,No,719,1
189998,Aisle,27.39,27.22,Yes,High,Young adults,Electronics,No,2206,1
171481,Aisle,37.53,35.46,No,High,Families,Clothing,Yes,2212,0
166674,End-cap,11.36,6.76,Yes,Low,Seniors,Clothing,Yes,638,1
110674,End-cap,36.21,33.76,Yes,Low,Seniors,Electronics,No,2726,1
110417,End-cap,43.02,42.63,Yes,Low,Young adults,Clothing,Yes,2352,1
166698,End-cap,47.18,46.66,No,Low,Young adults,Clothing,No,2528,0
179623,Front of Store,5.08,3.34,Yes,Low,College students,Food,Yes,2284,1
196326,Aisle,32.98,28.94,Yes,Medium,Seniors,Food,Yes,2015,1
175453,End-cap,12.65,9.75,No,Low,Seniors,Electronics,Yes,1603,0
153183,End-cap,38.1,34.7,No,Medium,Families,Clothing,No,822,0
195160,Front of Store,21.92,18.0,Yes,Low,Young adults,Food,No,1792,1
116201,Aisle,30.31,29.05,No,Low,Young adults,Clothing,No,2761,0
188566,Aisle,49.34,46.31,Yes,Medium,Families,Electronics,No,2071,1
151362,Front of Store,22.05,19.73,No,Medium,Families,Food,No,1112,0
189612,End-cap,49.94,48.09,Yes,High,Families,Food,Yes,809,1
144433,Front of Store,41.17,37.58,No,Low,Seniors,Electronics,No,1412,0
157449,Aisle,33.65,32.64,No,Low,College students,Food,No,951,0
165623,End-cap,17.03,15.52,No,High,College students,Electronics,Yes,2379,0
137925,End-cap,45.44,41.87,No,Medium,Young adults,Electronics,No,2336,0
115111,Aisle,16.88,13.12,No,Medium,Families,Clothing,No,1592,0
171502,Front of Store,10.49,8.45,Yes,Medium,Seniors,Food,Yes,635,1
193698,End-cap,7.95,3.06,No,Medium,Young adults,Food,No,1029,0
151572,Front of Store,29.0,26.1,Yes,Low,College students,Food,Yes,1602,1
158886,End-cap,33.24,29.24,Yes,Medium,Seniors,Electronics,Yes,664,1
111012,Front of Store,39.23,37.69,No,Medium,College students,Food,No,725,0
143251,Aisle,9.89,8.88,No,Low,Seniors,Electronics,No,2354,0
178611,Aisle,24.97,22.33,Yes,Medium,Seniors,Food,No,992,1
114824,Front of Store,43.12,40.43,Yes,High,Families,Clothing,Yes,852,1
168713,End-cap,29.88,26.59,Yes,High,Young adults,Food,Yes,2112,1
140868,Front of Store,19.11,16.4,No,Low,Families,Food,No,675,0
146780,End-cap,49.36,45.93,No,Low,College students,Electronics,No,2080,0
172105,Aisle,9.85,8.59,Yes,High,Families,Electronics,No,2299,1
111455,End-cap,27.05,26.24,Yes,High,College students,Electronics,Yes,2229,1
129927,End-cap,6.75,4.72,No,High,Seniors,Clothing,No,647,0
139494,Front of Store,32.22,31.89,No,Medium,Families,Food,Yes,1140,0
112511,End-cap,47.2,44.69,Yes,Medium,Young adults,Clothing,Yes,2587,1
146982,End-cap,29.92,29.86,Yes,Medium,Young adults,Clothing,Yes,972,1
171517,Front of Store,18.7,16.64,Yes,Medium,Young adults,Food,No,1069,1
181233,Front of Store,20.7,19.35,No,High,Seniors,Clothing,No,2632,0
147559,Aisle,16.97,16.54,No,High,College students,Clothing,No,2628,0
158151,Aisle,36.75,34.84,No,Low,Young adults,Food,No,626,0
199194,Front of Store,8.58,4.65,Yes,High,Seniors,Food,No,2315,1
187447,Front of Store,30.46,26.95,Yes,High,College students,Food,Yes,1253,1
175725,End-cap,39.97,39.71,Yes,Low,Young adults,Electronics,Yes,1083,1
131107,Aisle,31.79,26.83,No,Low,Young adults,Clothing,Yes,1089,0
186541,Aisle,40.59,35.65,Yes,High,Young adults,Clothing,No,2969,1
192046,Front of Store,20.24,20.18,Yes,Medium,Families,Food,No,1387,1
147306,Aisle,18.5,15.38,No,Low,College students,Clothing,Yes,1828,0
145684,Front of Store,46.36,42.96,Yes,Low,College students,Electronics,No,2267,1
118867,End-cap,11.15,8.08,No,Medium,Families,Electronics,Yes,2292,0
143823,End-cap,47.99,43.86,Yes,Medium,Young adults,Electronics,Yes,2230,1
194433,Aisle,21.67,18.77,No,Low,Young adults,Food,No,2207,0
180551,End-cap,30.83,30.37,No,Low,College students,Food,No,1999,0
180029,Aisle,37.72,33.07,No,Low,Families,Clothing,Yes,1301,0
158671,End-cap,28.37,27.34,Yes,Medium,Seniors,Food,Yes,1262,1
196932,Aisle,49.66,46.66,No,High,Young adults,Food,Yes,2085,0
188730,Aisle,22.04,19.16,Yes,Medium,Families,Electronics,Yes,2051,1
189853,End-cap,14.3,11.08,No,Low,Families,Food,No,2479,0
169236,End-cap,13.52,9.5,Yes,Low,Young adults,Food,No,2234,1
157660,End-cap,17.99,14.93,No,Medium,Young adults,Clothing,Yes,821,0
119645,End-cap,26.07,24.32,No,High,Young adults,Food,Yes,1634,0
142356,Aisle,27.16,23.47,No,Medium,Families,Food,Yes,1207,0
122078,End-cap,7.32,4.86,No,Medium,Young adults,Electronics,Yes,1124,0
161248,End-cap,12.8,11.34,No,Low,College students,Clothing,Yes,1167,0
171394,Front of Store,16.93,16.87,No,Low,College students,Clothing,No,2683,0
171225,Aisle,11.0,9.72,No,Medium,Young adults,Electronics,Yes,689,0
147968,Front of Store,10.27,10.14,No,Low,Families,Clothing,Yes,1995,0
135533,End-cap,30.99,27.34,Yes,Low,College students,Clothing,Yes,2915,1
175517,Aisle,37.72,37.04,No,High,Families,Clothing,Yes,1732,0
181234,End-cap,40.78,40.35,Yes,High,College students,Electronics,Yes,2262,1
128647,Front of Store,13.33,9.52,No,High,Young adults,Food,No,1187,0
178865,End-cap,7.73,5.13,Yes,Medium,Families,Electronics,No,2525,1
131452,Aisle,28.43,27.71,No,Medium,College students,Electronics,Yes,1056,0
146158,End-cap,41.9,40.31,Yes,Medium,Families,Food,Yes,2737,1
144475,Aisle,23.7,19.85,No,Medium,Young adults,Clothing,Yes,957,0
120176,Front of Store,45.03,44.13,No,Medium,Seniors,Clothing,No,2560,0
156007,Aisle,31.89,27.8,Yes,Low,College students,Clothing,No,648,1
138628,Aisle,37.83,33.08,No,Low,Families,Food,Yes,645,0
178302,Aisle,26.98,25.17,Yes,Medium,Young adults,Clothing,Yes,1725,1
144073,Front of Store,24.73,21.68,No,Medium,Young adults,Clothing,Yes,2293,0
186997,Aisle,28.66,27.62,Yes,Low,College students,Clothing,Yes,2064,1
173396,End-cap,35.55,34.13,No,Low,Families,Clothing,Yes,1356,0
115038,End-cap,18.36,16.02,No,Low,College students,Clothing,Yes,611,0
151967,Front of Store,31.14,30.98,Yes,Medium,Young adults,Clothing,Yes,2680,1
170937,Front of Store,16.58,15.92,No,Low,Young adults,Food,No,507,0
176947,End-cap,48.73,48.41,Yes,High,Young adults,Electronics,No,1562,1
181067,End-cap,29.39,26.88,No,Medium,Seniors,Food,No,1418,0
192831,Aisle,26.63,24.16,Yes,Low,Young adults,Clothing,Yes,762,1
119838,Aisle,25.61,21.23,Yes,Medium,College students,Electronics,No,2534,1
151923,Aisle,48.91,43.95,Yes,Medium,Families,Food,Yes,1701,1
186652,End-cap,23.64,18.82,Yes,Medium,College students,Clothing,Yes,747,1
169576,Aisle,45.3,43.21,Yes,Medium,Seniors,Clothing,Yes,1463,1
180911,End-cap,22.95,20.73,No,Low,Families,Electronics,Yes,1015,0
133294,Front of Store,41.51,41.39,Yes,Medium,Young adults,Food,No,2696,1
135689,End-cap,43.26,39.55,Yes,Medium,Families,Electronics,Yes,1063,1
190951,Aisle,44.53,40.86,No,High,Seniors,Electronics,No,2472,0
163002,Front of Store,6.35,3.89,Yes,High,Young adults,Clothing,No,1270,1
190010,Aisle,28.45,24.96,Yes,Medium,College students,Clothing,No,2312,1
177516,Aisle,9.19,4.71,No,Low,Families,Food,Yes,2082,0
113847,Front of Store,31.3,27.14,No,High,Families,Food,No,712,0
114370,Aisle,49.5,45.77,Yes,Medium,College students,Clothing,No,1017,1
154002,Aisle,28.11,27.36,Yes,High,Families,Food,No,887,1
125057,End-cap,30.59,30.0,Yes,Medium,College students,Food,Yes,660,1
159070,End-cap,19.25,18.54,No,High,College students,Electronics,Yes,1280,0
167705,Front of Store,15.21,13.53,Yes,Medium,Families,Electronics,Yes,2196,1
177177,Aisle,24.9,24.44,Yes,High,College students,Electronics,Yes,1432,1
192619,Aisle,26.75,22.76,Yes,High,College students,Food,No,2279,1
121605,Front of Store,13.58,11.21,No,Low,Young adults,Electronics,No,1145,0
149245,End-cap,10.6,7.52,No,High,College students,Electronics,No,771,0
194369,Aisle,9.81,9.53,No,High,College students,Food,Yes,2548,0
135894,End-cap,36.9,33.72,Yes,Low,Families,Electronics,Yes,1640,1
127177,End-cap,35.44,30.67,Yes,Medium,Families,Electronics,No,565,1
144780,Front of Store,7.65,4.84,Yes,High,Families,Electronics,No,1272,1
189870,End-cap,49.31,44.8,Yes,Low,Young adults,Electronics,Yes,582,1
179236,End-cap,33.41,28.67,Yes,Medium,Families,Clothing,Yes,1270,1
134887,End-cap,47.79,46.97,No,Low,Seniors,Electronics,Yes,2118,0
190184,End-cap,44.54,42.2,No,Low,College students,Clothing,Yes,2820,0
115318,Front of Store,21.79,17.46,No,High,College students,Food,Yes,2363,0
161907,Front of Store,34.69,31.14,No,Medium,Young adults,Clothing,Yes,1099,0
155997,End-cap,46.84,43.8,Yes,Low,College students,Food,No,2534,1
166744,Aisle,13.34,8.91,No,Medium,Families,Clothing,Yes,2309,0
129858,Front of Store,47.74,45.16,Yes,High,College students,Electronics,Yes,2018,1
158908,Front of Store,42.5,41.13,Yes,High,Seniors,Food,Yes,2100,1
192048,End-cap,20.39,18.04,No,High,Young adults,Electronics,No,2512,0
136294,End-cap,38.87,37.28,No,Low,College students,Food,Yes,1706,0
193043,Front of Store,49.14,45.02,No,Low,Families,Clothing,No,2743,0
192787,End-cap,19.84,19.13,Yes,Medium,Seniors,Food,No,2569,1
119150,End-cap,21.81,17.49,No,High,College students,Food,No,1556,0
115266,Front of Store,27.9,25.48,No,Low,Families,Electronics,No,1549,0
121186,Front of Store,6.77,5.62,No,Medium,Young adults,Electronics,No,989,0
144385,Aisle,39.44,38.08,No,High,Families,Food,No,834,0
161594,End-cap,49.52,45.71,Yes,Low,College students,Food,Yes,2108,1
114320,Aisle,6.11,1.77,Yes,Low,College students,Clothing,No,558,1
167648,Aisle,39.47,39.39,No,High,Young adults,Electronics,No,2990,0
198500,Front of Store,29.39,26.11,Yes,Medium,College students,Clothing,Yes,1581,1
120916,Front of Store,8.01,5.23,No,Low,Families,Electronics,No,1139,0
180422,Aisle,22.74,19.43,Yes,Medium,Seniors,Clothing,No,1408,1
136977,End-cap,20.56,17.87,Yes,Low,College students,Clothing,Yes,685,1
145902,Aisle,11.9,9.17,Yes,High,Young adults,Electronics,Yes,2314,1
135734,Aisle,20.45,19.41,Yes,High,Seniors,Clothing,No,2805,1
153230,End-cap,29.28,26.59,No,Low,Seniors,Food,Yes,565,0
153722,Aisle,47.67,43.0,No,Medium,Seniors,Food,Yes,1058,0
147361,End-cap,32.84,32.42,No,Low,Seniors,Food,Yes,563,0
158227,Aisle,11.54,9.37,No,High,Families,Clothing,No,2721,0
197123,Front of Store,37.09,33.18,Yes,High,College students,Electronics,No,2625,1
140321,End-cap,39.47,36.13,No,High,Seniors,Food,Yes,687,0
177510,Front of Store,37.07,36.38,Yes,High,Young adults,Food,No,1768,1
135786,Aisle,27.36,25.74,Yes,Medium,Seniors,Electronics,Yes,2987,1
184980,End-cap,47.39,44.9,Yes,Medium,Seniors,Electronics,No,2788,1
152671,Aisle,47.12,46.0,Yes,High,Families,Food,No,1380,1
155722,End-cap,29.53,26.18,Yes,High,Families,Clothing,Yes,1484,1
171570,End-cap,15.7,11.02,Yes,High,Seniors,Clothing,Yes,1353,1
181417,Aisle,40.19,38.73,Yes,Medium,Young adults,Clothing,No,2728,1
157514,Front of Store,17.49,13.3,No,Medium,College students,Electronics,Yes,937,0
170515,Front of Store,38.45,38.05,No,Low,Families,Electronics,Yes,533,0
179736,Aisle,17.03,13.4,No,High,Young adults,Electronics,No,1452,0
137969,End-cap,38.82,34.28,No,High,Families,Electronics,Yes,1987,0
146503,Front of Store,27.63,26.37,Yes,High,Young adults,Electronics,No,2410,1
115333,Front of Store,16.49,13.55,No,High,Seniors,Food,No,962,0
162808,End-cap,36.43,33.6,Yes,Low,Young adults,Electronics,No,775,1
114390,Front of Store,33.0,29.31,No,Low,Young adults,Clothing,No,2674,0
154882,Aisle,20.81,18.58,No,Low,College students,Food,Yes,889,0
148460,Aisle,20.89,17.37,No,Medium,College students,Food,Yes,1433,0
188481,Front of Store,29.43,28.15,Yes,High,Young adults,Electronics,No,1879,1
197435,Aisle,11.51,6.97,No,Medium,Young adults,Clothing,No,2270,0
157169,End-cap,22.77,22.64,No,Low,Young adults,Clothing,Yes,841,0
184945,Front of Store,47.52,43.76,Yes,Low,Families,Food,No,1220,1
140927,Aisle,46.55,44.71,No,Low,Young adults,Food,Yes,1745,0
174621,Aisle,26.66,26.54,No,Medium,Families,Clothing,Yes,680,0
137475,Front of Store,9.68,4.75,No,Low,College students,Food,Yes,2258,0
184176,Aisle,8.74,5.79,Yes,Medium,Families,Electronics,Yes,2278,1
149169,End-cap,37.42,36.79,Yes,Medium,College students,Electronics,No,2283,1
138995,Front of Store,43.32,42.81,No,High,Young adults,Electronics,No,541,0
110220,Front of Store,48.11,44.43,Yes,Low,Seniors,Electronics,Yes,660,1
133770,Front of Store,19.87,18.07,Yes,High,College students,Electronics,Yes,1978,1
165819,Front of Store,7.09,2.82,Yes,Medium,Families,Electronics,No,1801,1
191957,Front of Store,24.07,19.86,Yes,Medium,College students,Food,Yes,1199,1
178701,End-cap,20.04,15.24,No,Low,Young adults,Clothing,Yes,2921,0
181111,Front of Store,46.12,43.68,No,High,Families,Food,No,633,0
183252,Aisle,23.24,19.35,Yes,Medium,Young adults,Clothing,No,792,1
182755,End-cap,9.14,8.68,No,High,Young adults,Food,No,1380,0
143247,Aisle,35.4,33.28,No,Medium,Families,Clothing,Yes,2845,0
118346,Front of Store,49.68,46.58,No,High,Seniors,Clothing,Yes,2656,0
182563,Aisle,13.1,13.0,No,Low,Families,Clothing,Yes,2211,0
120300,End-cap,16.18,15.84,Yes,Low,Young adults,Food,Yes,2698,1
184596,Aisle,41.83,37.17,Yes,Low,Young adults,Clothing,No,2745,1
165690,End-cap,20.4,18.71,No,Low,College students,Food,Yes,2069,0
148366,End-cap,19.63,17.77,No,Medium,Seniors,Food,No,935,0
154931,Aisle,31.27,28.47,Yes,Medium,Families,Clothing,Yes,1514,1
129915,Front of Store,14.36,12.58,No,High,Seniors,Electronics,Yes,2302,0
129854,End-cap,13.36,12.36,No,Low,Families,Clothing,Yes,1864,0
196418,Aisle,39.11,35.48,Yes,Medium,Seniors,Food,Yes,1456,1
147140,Aisle,12.72,11.72,No,Low,Seniors,Food,Yes,2224,0
176622,End-cap,14.7,14.24,No,Low,Young adults,Electronics,No,2168,0
180566,Aisle,33.32,32.9,Yes,High,College students,Clothing,Yes,1897,1
124273,End-cap,44.99,44.48,Yes,High,Young adults,Food,Yes,2343,1
159902,Aisle,34.75,31.6,No,Medium,Seniors,Electronics,No,1889,0
163182,Aisle,43.05,41.66,No,Low,Seniors,Electronics,No,1390,0
121303,Front of Store,24.35,23.42,Yes,High,Young adults,Clothing,Yes,1130,1
162658,End-cap,11.56,8.61,No,Medium,Families,Electronics,Yes,1133,0
146858,Front of Store,47.72,46.78,No,Medium,College students,Food,Yes,565,0
174565,Aisle,21.3,18.71,Yes,High,Seniors,Electronics,No,890,1
160629,Aisle,22.82,19.13,No,Medium,Seniors,Electronics,Yes,2538,0
150654,End-cap,6.38,5.25,Yes,Medium,Young adults,Electronics,No,2884,1
